"0","Country","Country_code","Series","Series_code","Year","Number"
"1907","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","11.508"
"1927","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","7.32"
"1947","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","14.985"
"1967","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","11.304"
"1987","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","6.2"
"2007","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","7.7"
"2027","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","15.2365849090644"
"2047","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","8.65410328756244"
"2067","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","11.140973570678"
"2087","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","12.6969998785822"
"2107","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","19.0347757445907"
"2127","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","19.7208472612269"
"2147","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","10.4095955841099"
"2167","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","10.6346048364121"
"2187","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","8.1248201728232"
"2207","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","13.209031095578"
"2227","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","9.97306824453762"
"2247","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","9.13223427716511"
"2267","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","25.104"
"2287","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","17.796"
"2307","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","22.38"
"2327","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","46.177"
"2347","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","4.8"
"2367","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","7.307"
"2387","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","17.41"
"2407","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","13.931"
"2427","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","8.472"
"2447","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","13.599"
"2467","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","5.1"
"2487","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","6.912"
"2507","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","8.443"
"2527","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","26.424"
"2547","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1975","10.375"
"2567","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","6.34"
"2587","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","13.283"
"2607","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","9.827"
"2627","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","6.1"
"2647","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","7.3"
"2667","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","13.4087608990244"
"2687","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","8.63368538952638"
"2707","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","10.2655830794574"
"2727","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","11.0741693423854"
"2747","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","17.6811710574886"
"2767","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","18.4655619223621"
"2787","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","10.5365506272003"
"2807","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","10.6083876806358"
"2827","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","7.12586661176975"
"2847","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","11.3056304811773"
"2867","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","10.9396656009781"
"2887","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","8.2656698246983"
"2907","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","22.288"
"2927","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","14.221"
"2947","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","18.87"
"2967","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","43.915"
"2987","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","5"
"3007","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","6.319"
"3027","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","16.636"
"3047","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","12.639"
"3067","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","8.152"
"3087","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","12.592"
"3107","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","5.2"
"3127","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","6.308"
"3147","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","7.289"
"3167","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","26.795"
"3187","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1980","7.226"
"3207","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","6.78"
"3227","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","12.116"
"3247","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","8.724"
"3267","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","6.2"
"3287","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","5.9"
"3307","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","12.1588610158915"
"3327","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","8.53286440844974"
"3347","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","9.78480290896172"
"3367","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","9.27318490086556"
"3387","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","16.6099404100516"
"3407","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","17.2244678341311"
"3427","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","10.4994161154827"
"3447","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","10.6579177253671"
"3467","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","7.03154645112105"
"3487","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","9.36011832295891"
"3507","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","11.2764877830982"
"3527","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","7.51041967442529"
"3547","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","18.925"
"3567","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","12.44"
"3587","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","16.049"
"3607","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","14.164"
"3627","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","4.6"
"3647","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","6.162"
"3667","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","15.389"
"3687","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","11.344"
"3707","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","7.288"
"3727","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","11.759"
"3747","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","4.9"
"3767","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","6.241"
"3787","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","6.128"
"3807","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","19.066"
"3827","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1985","6.866"
"3847","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","6.67"
"3867","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","10.858"
"3887","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","7.919"
"3907","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","6.7"
"3927","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","5.6"
"3947","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","10.8162220708606"
"3967","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","8.46951746201363"
"3987","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","9.23175392834024"
"4007","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","7.13662033741348"
"4027","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","16.2057473100273"
"4047","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","16.5782106944235"
"4067","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","10.2319876355238"
"4087","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","10.427038563924"
"4107","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","6.8241961412888"
"4127","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","7.94642071460844"
"4147","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","11.1751368079464"
"4167","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","6.87685048381199"
"4187","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","15.555"
"4207","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","10.292"
"4227","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","13.395"
"4247","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","12.679"
"4267","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","5.2"
"4287","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","5.689"
"4307","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","13.688"
"4327","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","10.209"
"4347","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","6.59"
"4367","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","10.772"
"4387","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","4.8"
"4407","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","6.496"
"4427","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","5.709"
"4447","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","15.717"
"4467","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1990","6.362"
"4487","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","6.57"
"4507","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","9.563"
"4527","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","7.347"
"4547","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","7.41"
"4567","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","5.3"
"4587","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","9.49214519198978"
"4607","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","8.63105523885675"
"4627","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","8.95003434173414"
"4647","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","6.09810648572546"
"4667","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","15.7852885143932"
"4687","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","15.7085810812002"
"4707","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","11.0715859299511"
"4727","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","10.3540989748541"
"4747","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","6.72795499537174"
"4767","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","7.12886867209958"
"4787","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","11.4945835385255"
"4807","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","6.33349758173737"
"4827","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","13.421"
"4847","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","8.338"
"4867","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","10.921"
"4887","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","11.348"
"4907","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","5.1"
"4927","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","7.665"
"4947","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","11.733"
"4967","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","9.498"
"4987","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","6.307"
"5007","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","9.677"
"5027","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","4.8"
"5047","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","7.283"
"5067","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","6.357"
"5087","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","13.141"
"5107","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1995","5.858"
"5127","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","6.45"
"5147","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","8.684"
"5167","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","7.255"
"5187","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","7.7"
"5207","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","5.2"
"5227","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","8.54474597283671"
"5247","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","8.36227050929778"
"5267","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","8.54412861297125"
"5287","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","5.61498069725765"
"5307","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","15.0535300727318"
"5327","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","14.2145348732672"
"5347","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","10.7561969849142"
"5367","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","9.99689775192509"
"5387","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","6.63726927597245"
"5407","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","6.51619911814486"
"5427","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","11.006848020159"
"5447","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","5.93117520731352"
"5467","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","12.149"
"5487","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","6.925"
"5507","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","8.785"
"5527","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","9.426"
"5547","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","5.1"
"5567","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","9.098"
"5587","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","9.768"
"5607","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","9.056"
"5627","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","6.169"
"5647","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","8.727"
"5667","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","3.9"
"5687","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","7.004"
"5707","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","6.872"
"5727","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","9.778"
"5747","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2000","5.54"
"5767","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","6.51"
"5787","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","8.109"
"5807","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","7.298"
"5827","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","8.5307537586188"
"5847","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","5"
"5867","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","7.92941952752851"
"5887","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","8.18151191374455"
"5907","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","8.24723287541701"
"5927","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","5.44199955240521"
"5947","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","13.4475111857346"
"5967","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","12.1641401260759"
"5987","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","10.7558223040698"
"6007","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","9.81710340587535"
"6027","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","6.69851088595984"
"6047","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","6.2009332163604"
"6067","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","11.3334347111291"
"6087","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","5.79237095798329"
"6107","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","10.696"
"6127","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","6.132"
"6147","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","7.118"
"6167","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","7.479"
"6187","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","5.7"
"6207","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","8.598"
"6227","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","8.363"
"6247","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","8.711"
"6267","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","6.086"
"6287","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","8.162"
"6307","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","4.4"
"6327","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","6.126"
"6347","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","7.072"
"6367","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","7.049"
"6387","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2005","5.565"
"6407","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","7.11"
"6427","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","7.606"
"6447","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","7.178"
"6467","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","9.5"
"6487","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","5.1"
"6507","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","7.43827745482442"
"6527","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","7.91074900163507"
"6547","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","7.9493685500887"
"6567","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","5.27323533381338"
"6587","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","11.3493370594357"
"6607","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","10.0999792950732"
"6627","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","10.1906772439888"
"6647","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","9.7237214955477"
"6667","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","7.12561520084511"
"6687","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","5.91175978186505"
"6707","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","11.4299172841439"
"6727","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","5.82738555637534"
"6747","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","9.193"
"6767","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","5.652"
"6787","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","6.381"
"6807","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","6.525"
"6827","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","6"
